Scientific_Name,Genus,Species 
Taraxacum officinale,Taraxacum,officinale
Taraxacum palustre,Taraxacum,palustre
Tarenaya hassleriana,Tarenaya,hassleriana
Taxodium distichum var. distichum,Taxodium,distichum
Taxus baccata,Taxus,baccata
Taxus canadensis,Taxus,canadensis
Taxus cuspidata,Taxus,cuspidata
Teesdalia nudicaulis,Teesdalia,nudicaulis
Telekia speciosa,Telekia,speciosa
Teloxys aristata,Teloxys,aristata
Tephrosia virginiana,Tephrosia,virginiana
Tetradium daniellii,Tetradium,daniellii
Tetragonia tetragonioides,Tetragonia,tetragonioides
Teucrium botrys,Teucrium,botrys
Teucrium canadense,Teucrium,canadense
Thalictrum aquilegiifolium,Thalictrum,aquilegiifolium
Thalictrum dasycarpum,Thalictrum,dasycarpum
Thalictrum dioicum,Thalictrum,dioicum
Thalictrum pubescens,Thalictrum,pubescens
Thalictrum revolutum,Thalictrum,revolutum
Thalictrum thalictroides,Thalictrum,thalictroides
Thalictrum venulosum,Thalictrum,venulosum
Thaspium barbinode,Thaspium,barbinode
Thelypteris palustris var. pubescens,Thelypteris,palustris
Thermopsis villosa,Thermopsis,villosa
Thinopyrum intermedium ssp. barbulatum,Thinopyrum,intermedium
Thinopyrum pycnanthum,Thinopyrum,pycnanthum
Thladiantha dubia,Thladiantha,dubia
Thlaspi arvense,Thlaspi,arvense
Thuja occidentalis,Thuja,occidentalis
Thymus pulegioides,Thymus,pulegioides
Tiarella stolonifera,Tiarella,stolonifera
Tilia americana,Tilia,americana
Tilia americana var. americana,Tilia,americana
Tilia americana var. heterophylla,Tilia,americana
Tilia cordata,Tilia,cordata
Tilia tomentosa,Tilia,tomentosa
Tipularia discolor,Tipularia,discolor
Tomostima reptans,Tomostima,reptans
Torilis arvensis,Torilis,arvensis
Torilis japonica,Torilis,japonica
Torilis leptophylla,Torilis,leptophylla
Torreyochloa pallida,Torreyochloa,pallida
Torreyochloa pallida var. fernaldii,Torreyochloa,pallida
Torreyochloa pallida var. pallida,Torreyochloa,pallida
Toxicodendron radicans,Toxicodendron,radicans
Toxicodendron radicans ssp. negundo,Toxicodendron,radicans
Toxicodendron radicans ssp. radicans,Toxicodendron,radicans
Toxicodendron rydbergii,Toxicodendron,rydbergii
Toxicodendron vernix,Toxicodendron,vernix
Tradescantia occidentalis var. occidentalis,Tradescantia,occidentalis
Tradescantia ohiensis,Tradescantia,ohiensis
Tradescantia ohiensis × T. virginiana,Tradescantia,ohiensis × T. virginiana
Tradescantia subaspera,Tradescantia,subaspera
Tradescantia virginiana,Tradescantia,virginiana
Tragopogon dubius,Tragopogon,dubius
Tragopogon porrifolius,Tragopogon,porrifolius
Tragopogon porrifolius × T. pratensis = T. ×mirabilis,Tragopogon,porrifolius × T. pratensis = T. ×mirabilis
Tragopogon pratensis,Tragopogon,pratensis
Tragus berteronianus,Tragus,berteronianus
Tragus racemosus,Tragus,racemosus
Trapa natans,Trapa,natans
Triantha glutinosa,Triantha,glutinosa
Tribulus terrestris,Tribulus,terrestris
Trichophorum alpinum,Trichophorum,alpinum
Trichophorum cespitosum,Trichophorum,cespitosum
Trichophorum clintonii,Trichophorum,clintonii
Trichophorum planifolium,Trichophorum,planifolium
Trichostema brachiatum,Trichostema,brachiatum
Trichostema dichotomum,Trichostema,dichotomum
Trichostema setaceum,Trichostema,setaceum
Tridens flavus var. flavus,Tridens,flavus
Trifolium arvense,Trifolium,arvense
Trifolium aureum,Trifolium,aureum
Trifolium campestre,Trifolium,campestre
Trifolium dalmaticum,Trifolium,dalmaticum
Trifolium dubium,Trifolium,dubium
Trifolium fragiferum,Trifolium,fragiferum
Trifolium hybridum,Trifolium,hybridum
Trifolium incarnatum,Trifolium,incarnatum
Trifolium medium,Trifolium,medium
Trifolium pannonicum,Trifolium,pannonicum
Trifolium pratense,Trifolium,pratense
Trifolium repens,Trifolium,repens
Trifolium resupinatum,Trifolium,resupinatum
Trifolium striatum,Trifolium,striatum
Triglochin maritima,Triglochin,maritima
Triglochin palustris,Triglochin,palustris
Trigonella caerulea,Trigonella,caerulea
Trigonella laciniata,Trigonella,laciniata
Trillium cernuum,Trillium,cernuum
Trillium cernuum × T. erectum,Trillium,cernuum × T. erectum
Trillium cuneatum,Trillium,cuneatum
Trillium erectum,Trillium,erectum
Trillium flexipes,Trillium,flexipes
Trillium grandiflorum,Trillium,grandiflorum
Trillium recurvatum,Trillium,recurvatum
Trillium sessile,Trillium,sessile
Trillium undulatum,Trillium,undulatum
Triodanis biflora,Triodanis,biflora
Triodanis perfoliata,Triodanis,perfoliata
Triosteum angustifolium,Triosteum,angustifolium
Triosteum aurantiacum,Triosteum,aurantiacum
Triosteum perfoliatum,Triosteum,perfoliatum
Triphora trianthophoros ssp. trianthophoros,Triphora,trianthophoros
Tripidium ravennae,Tripidium,ravennae
Triplasis purpurea var. purpurea,Triplasis,purpurea
Tripleurospermum inodorum,Tripleurospermum,inodorum
Tripolium pannonicum ssp. tripolium,Tripolium,pannonicum
Tripsacum dactyloides var. dactyloides,Tripsacum,dactyloides
Trisetum flavescens,Trisetum,flavescens
Triticum aestivum,Triticum,aestivum
Trollius laxus,Trollius,laxus
Tropaeolum majus,Tropaeolum,majus
Tropidocarpum gracile,Tropidocarpum,gracile
Tsuga canadensis,Tsuga,canadensis
Tulipa sylvestris,Tulipa,sylvestris
Turritis glabra,Turritis,glabra
Tussilago farfara,Tussilago,farfara
Typha angustifolia,Typha,angustifolia
Typha angustifolia × T. latifolia = T. ×glauca,Typha,angustifolia × T. latifolia = T. ×glauca
Typha latifolia,Typha,latifolia
Ulex europaeus,Ulex,europaeus
Ulmus americana,Ulmus,americana
Ulmus glabra,Ulmus,glabra
Ulmus minor,Ulmus,minor
Ulmus pumila,Ulmus,pumila
Ulmus rubra,Ulmus,rubra
Ulmus thomasii,Ulmus,thomasii
Urtica chamaedryoides,Urtica,chamaedryoides
Urtica dioica ssp. dioica,Urtica,dioica
Urtica gracilis ssp. gracilis,Urtica,gracilis
Urtica urens,Urtica,urens
Utricularia cornuta,Utricularia,cornuta
Utricularia geminiscapa,Utricularia,geminiscapa
Utricularia gibba,Utricularia,gibba
Utricularia inflata,Utricularia,inflata
Utricularia intermedia,Utricularia,intermedia
Utricularia juncea,Utricularia,juncea
Utricularia minor,Utricularia,minor
Utricularia ochroleuca,Utricularia,ochroleuca
Utricularia purpurea,Utricularia,purpurea
Utricularia radiata,Utricularia,radiata
Utricularia resupinata,Utricularia,resupinata
Utricularia striata,Utricularia,striata
Utricularia subulata,Utricularia,subulata
Utricularia vulgaris ssp. macrorhiza,Utricularia,vulgaris
Uvularia grandiflora,Uvularia,grandiflora
Uvularia perfoliata,Uvularia,perfoliata
Uvularia puberula,Uvularia,puberula
Uvularia sessilifolia,Uvularia,sessilifolia
Vaccinium angustifolium,Vaccinium,angustifolium
Vaccinium angustifolium × V. corymbosum = V. ×atlanticum,Vaccinium,angustifolium × V. corymbosum = V. ×atlanticum
Vaccinium angustifolium × V. pallidum = V. ×dobbinii,Vaccinium,angustifolium × V. pallidum = V. ×dobbinii
Vaccinium boreale,Vaccinium,boreale
Vaccinium cespitosum,Vaccinium,cespitosum
Vaccinium corymbosum,Vaccinium,corymbosum
Vaccinium macrocarpon,Vaccinium,macrocarpon
Vaccinium myrtilloides,Vaccinium,myrtilloides
Vaccinium oxycoccos,Vaccinium,oxycoccos
Vaccinium pallidum,Vaccinium,pallidum
Vaccinium stamineum,Vaccinium,stamineum
Vaccinium uliginosum,Vaccinium,uliginosum
Vahlodea atropurpurea,Vahlodea,atropurpurea
Valeriana officinalis,Valeriana,officinalis
Valeriana uliginosa,Valeriana,uliginosa
Valerianella chenopodiifolia,Valerianella,chenopodiifolia
Valerianella locusta,Valerianella,locusta
Valerianella umbilicata,Valerianella,umbilicata
Vallisneria americana,Vallisneria,americana
Veratrum viride,Veratrum,viride
Verbascum blattaria,Verbascum,blattaria
Verbascum lychnitis,Verbascum,lychnitis
Verbascum lychnitis × V. thapsus = V. ×thapsi,Verbascum,lychnitis × V. thapsus = V. ×thapsi
Verbascum phlomoides,Verbascum,phlomoides
Verbascum phoeniceum,Verbascum,phoeniceum
Verbascum sinuatum,Verbascum,sinuatum
Verbascum thapsus,Verbascum,thapsus
Verbena bonariensis,Verbena,bonariensis
Verbena bracteata,Verbena,bracteata
Verbena bracteata × V. stricta = V. ×deamii,Verbena,bracteata × V. stricta = V. ×deamii
Verbena bracteata × V. urticifolia = V. ×perriana,Verbena,bracteata × V. urticifolia = V. ×perriana
Verbena hastata,Verbena,hastata
Verbena hastata × V. stricta = V. ×blanchardii,Verbena,hastata × V. stricta = V. ×blanchardii
Verbena hastata × V. urticifolia = V. ×engelmannii,Verbena,hastata × V. urticifolia = V. ×engelmannii
Verbena lasiostachys,Verbena,lasiostachys
Verbena officinalis,Verbena,officinalis
Verbena simplex,Verbena,simplex
Verbena stricta,Verbena,stricta
Verbena urticifolia,Verbena,urticifolia
Verbesina alternifolia,Verbesina,alternifolia
Verbesina encelioides,Verbesina,encelioides
Verbesina encelioides ssp. encelioides,Verbesina,encelioides
Verbesina encelioides ssp. exauriculata,Verbesina,encelioides
Vernonia arkansana,Vernonia,arkansana
Vernonia fasciculata,Vernonia,fasciculata
Vernonia gigantea,Vernonia,gigantea
Vernonia noveboracensis,Vernonia,noveboracensis
Veronica agrestis,Veronica,agrestis
Veronica americana,Veronica,americana
Veronica anagallis-aquatica,Veronica,anagallis-aquatica
Veronica arvensis,Veronica,arvensis
Veronica austriaca ssp. teucrium,Veronica,austriaca
Veronica bachofenii,Veronica,bachofenii
Veronica beccabunga,Veronica,beccabunga
Veronica campylopoda,Veronica,campylopoda
Veronica catenata,Veronica,catenata
Veronica chamaedrys,Veronica,chamaedrys
Veronica dillenii,Veronica,dillenii
Veronica filiformis,Veronica,filiformis
Veronica hederifolia,Veronica,hederifolia
Veronica longifolia,Veronica,longifolia
Veronica officinalis,Veronica,officinalis
Veronica peregrina,Veronica,peregrina
Veronica peregrina ssp. peregrina,Veronica,peregrina
Veronica peregrina ssp. xalapensis,Veronica,peregrina
Veronica persica,Veronica,persica
Veronica polita,Veronica,polita
Veronica scutellata,Veronica,scutellata
Veronica serpyllifolia,Veronica,serpyllifolia
Veronica serpyllifolia ssp. humifusa,Veronica,serpyllifolia
Veronica serpyllifolia ssp. serpyllifolia,Veronica,serpyllifolia
Veronica spicata,Veronica,spicata
Veronica sublobata,Veronica,sublobata
Veronica triphyllos,Veronica,triphyllos
Veronica verna,Veronica,verna
Veronicastrum virginicum,Veronicastrum,virginicum
Viburnum acerifolium,Viburnum,acerifolium
Viburnum cassinoides,Viburnum,cassinoides
Viburnum dentatum,Viburnum,dentatum
Viburnum dentatum var. lucidum,Viburnum,dentatum
Viburnum dentatum var. venosum,Viburnum,dentatum
Viburnum dilatatum,Viburnum,dilatatum
Viburnum edule,Viburnum,edule
Viburnum lantana,Viburnum,lantana
Viburnum lantanoides,Viburnum,lantanoides
Viburnum lentago,Viburnum,lentago
Viburnum nudum,Viburnum,nudum
Viburnum opulus,Viburnum,opulus
Viburnum opulus var. americanum,Viburnum,opulus
Viburnum opulus var. opulus,Viburnum,opulus
Viburnum plicatum,Viburnum,plicatum
Viburnum prunifolium,Viburnum,prunifolium
Viburnum rafinesqueanum,Viburnum,rafinesqueanum
Viburnum setigerum,Viburnum,setigerum
Viburnum sieboldii,Viburnum,sieboldii
Vicia americana var. americana,Vicia,americana
Vicia benghalensis,Vicia,benghalensis
Vicia caroliniana,Vicia,caroliniana
Vicia cracca,Vicia,cracca
Vicia faba,Vicia,faba
Vicia grandiflora,Vicia,grandiflora
Vicia hirsuta,Vicia,hirsuta
Vicia hybrida,Vicia,hybrida
Vicia narbonensis,Vicia,narbonensis
Vicia sativa,Vicia,sativa
Vicia sativa ssp. nigra,Vicia,sativa
Vicia sativa ssp. sativa,Vicia,sativa
Vicia sepium,Vicia,sepium
Vicia tetrasperma,Vicia,tetrasperma
Vicia villosa,Vicia,villosa
Vicia villosa ssp. varia,Vicia,villosa
Vicia villosa ssp. villosa,Vicia,villosa
Vinca major,Vinca,major
Vinca minor,Vinca,minor
Vincetoxicum hirundinaria,Vincetoxicum,hirundinaria
Vincetoxicum nigrum,Vincetoxicum,nigrum
Vincetoxicum rossicum,Vincetoxicum,rossicum
Viola ×wittrockiana,Viola,×wittrockiana
Viola adunca var. adunca,Viola,adunca
Viola affinis,Viola,affinis
Viola affinis × V. brittoniana,Viola,affinis × V. brittoniana
Viola affinis × V. cucullata,Viola,affinis × V. cucullata
Viola affinis × V. fimbriatula,Viola,affinis × V. fimbriatula
Viola affinis × V. hirsutula,Viola,affinis × V. hirsutula
Viola affinis × V. palmata var. triloba,Viola,affinis × V. palmata var. triloba
Viola affinis × V. sagittata,Viola,affinis × V. sagittata
Viola affinis × V. sororia,Viola,affinis × V. sororia
Viola affinis × V. subsinuata,Viola,affinis × V. subsinuata
Viola arcuata,Viola,arcuata
Viola arvensis,Viola,arvensis
Viola baxteri,Viola,baxteri
Viola blanda,Viola,blanda
Viola brittoniana,Viola,brittoniana
Viola brittoniana × V. cucullata,Viola,brittoniana × V. cucullata
Viola brittoniana × V. fimbriatula,Viola,brittoniana × V. fimbriatula
Viola brittoniana × V. palmata var. triloba,Viola,brittoniana × V. palmata var. triloba
Viola brittoniana × V. pectinata,Viola,brittoniana × V. pectinata
Viola brittoniana × V. sagittata,Viola,brittoniana × V. sagittata
Viola brittoniana × V. sororia,Viola,brittoniana × V. sororia
Viola canadensis,Viola,canadensis
Viola communis,Viola,communis
Viola cucullata,Viola,cucullata
Viola cucullata × V. fimbriatula,Viola,cucullata × V. fimbriatula
Viola cucullata × V. palmata var. triloba,Viola,cucullata × V. palmata var. triloba
Viola cucullata × V. pectinata,Viola,cucullata × V. pectinata
Viola cucullata × V. primulifolia,Viola,cucullata × V. primulifolia
Viola cucullata × V. sagittata,Viola,cucullata × V. sagittata
Viola cucullata × V. septentrionalis,Viola,cucullata × V. septentrionalis
Viola cucullata × V. sororia,Viola,cucullata × V. sororia
Viola emarginata,Viola,emarginata
Viola eriocarpa,Viola,eriocarpa
Viola fimbriatula,Viola,fimbriatula
Viola fimbriatula × V. hirsutula,Viola,fimbriatula × V. hirsutula
Viola fimbriatula × V. palmata var. triloba,Viola,fimbriatula × V. palmata var. triloba
Viola fimbriatula × V. sagittata,Viola,fimbriatula × V. sagittata
Viola fimbriatula × V. septentrionalis,Viola,fimbriatula × V. septentrionalis
Viola fimbriatula × V. sororia,Viola,fimbriatula × V. sororia
Viola fimbriatula × V. subsinuata,Viola,fimbriatula × V. subsinuata
Viola hirsutula,Viola,hirsutula
Viola hirsutula × V. sororia,Viola,hirsutula × V. sororia
Viola hirsutula × V. subsinuata,Viola,hirsutula × V. subsinuata
Viola incognita,Viola,incognita
Viola labradorica,Viola,labradorica
Viola labradorica × V. rostrata = V. ×malteana,Viola,labradorica × V. rostrata = V. ×malteana
Viola labradorica × V. striata = V. ×eclipes,Viola,labradorica × V. striata = V. ×eclipes
Viola lanceolata,Viola,lanceolata
Viola lanceolata × V. minuscula,Viola,lanceolata × V. minuscula
Viola lanceolata × V. primulifolia,Viola,lanceolata × V. primulifolia
Viola minuscula,Viola,minuscula
Viola minuscula × V. primulifolia,Viola,minuscula × V. primulifolia
Viola nephrophylla,Viola,nephrophylla
Viola novae-angliae,Viola,novae-angliae
Viola odorata,Viola,odorata
Viola palmata var. triloba,Viola,palmata
Viola palmata var. triloba × V. sagittata,Viola,palmata var. triloba × V. sagittata
Viola palmata var. triloba × V. sororia,Viola,palmata var. triloba × V. sororia
Viola patrinii,Viola,patrinii
Viola pectinata,Viola,pectinata
Viola pedata ssp. pedata,Viola,pedata
Viola primulifolia var. primulifolia,Viola,primulifolia
Viola prionantha,Viola,prionantha
Viola pubescens,Viola,pubescens
Viola rafinesquei,Viola,rafinesquei
Viola renifolia,Viola,renifolia
Viola rostrata,Viola,rostrata
Viola rostrata × V. striata = V. ×brauniae,Viola,rostrata × V. striata = V. ×brauniae
Viola rotundifolia,Viola,rotundifolia
Viola sagittata,Viola,sagittata
Viola sagittata × V. septentrionalis,Viola,sagittata × V. septentrionalis
Viola sagittata × V. sororia,Viola,sagittata × V. sororia
Viola sagittata × V. subsinuata,Viola,sagittata × V. subsinuata
Viola selkirkii,Viola,selkirkii
Viola septentrionalis,Viola,septentrionalis
Viola septentrionalis × V. sororia,Viola,septentrionalis × V. sororia
Viola septentrionalis × V. subsinuata,Viola,septentrionalis × V. subsinuata
Viola sororia,Viola,sororia
Viola sororia × V. subsinuata,Viola,sororia × V. subsinuata
Viola striata,Viola,striata
Viola subsinuata,Viola,subsinuata
Viola tricolor var. tricolor,Viola,tricolor
Viscaria vulgaris,Viscaria,vulgaris
Vitis aestivalis,Vitis,aestivalis
Vitis aestivalis × V. riparia = V. ×slavinii,Vitis,aestivalis × V. riparia = V. ×slavinii
Vitis labrusca,Vitis,labrusca
Vitis labrusca × V. riparia = V. ×novae-angliae,Vitis,labrusca × V. riparia = V. ×novae-angliae
Vitis labrusca × V. vinifera = V. ×alexanderi,Vitis,labrusca × V. vinifera = V. ×alexanderi
Vitis riparia,Vitis,riparia
Vitis vinifera,Vitis,vinifera
Vitis vulpina,Vitis,vulpina
Vittaria appalachiana,Vittaria,appalachiana
Weigela floribunda,Weigela,floribunda
Weigela japonica,Weigela,japonica
Wisteria floribunda,Wisteria,floribunda
Wisteria frutescens,Wisteria,frutescens
Wisteria sinensis,Wisteria,sinensis
Wolffia borealis,Wolffia,borealis
Wolffia brasiliensis,Wolffia,brasiliensis
Wolffia columbiana,Wolffia,columbiana
Woodsia alpina,Woodsia,alpina
Woodsia glabella,Woodsia,glabella
Woodsia ilvensis,Woodsia,ilvensis
Woodsia obtusa ssp. obtusa,Woodsia,obtusa
Woodsia oregana ssp. cathcartiana,Woodsia,oregana
Xanthisma gracile,Xanthisma,gracile
Xanthium spinosum,Xanthium,spinosum
Xanthium strumarium,Xanthium,strumarium
Xanthium strumarium var. canadense,Xanthium,strumarium
Xanthium strumarium var. glabratum,Xanthium,strumarium
Xanthium strumarium var. strumarium,Xanthium,strumarium
Xanthorhiza simplicissima,Xanthorhiza,simplicissima
Xyris bracteicaulis,Xyris,bracteicaulis
Xyris difformis var. difformis,Xyris,difformis
Xyris montana,Xyris,montana
Xyris smalliana,Xyris,smalliana
Xyris torta,Xyris,torta
Yucca filamentosa,Yucca,filamentosa
Zannichellia palustris,Zannichellia,palustris
Zanthoxylum americanum,Zanthoxylum,americanum
